"TimeCreated","Id","LevelDisplayName","Message"
"28-10-2025 11:41:48 AM","21","Information","Remote Desktop Services: Session logon succeeded:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1
Source Network Address: LOCAL"
"28-10-2025 11:41:48 AM","42","Information","End session arbitration:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1"
"28-10-2025 11:41:48 AM","41","Information","Begin session arbitration:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1"
"28-10-2025 11:35:17 AM","32","Information","Plugin RDSAppXPlugin has been successfully initialized"
"28-10-2025 11:34:56 AM","54","Information","Local multi-user session manager received system shutdown message"
"28-10-2025 11:34:45 AM","32","Information","Plugin RDSAppXPlugin has been successfully initialized"
"27-10-2025 11:14:53 AM","22","Information","Remote Desktop Services: Shell start notification received:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1
Source Network Address: LOCAL"
"27-10-2025 11:14:53 AM","21","Information","Remote Desktop Services: Session logon succeeded:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1
Source Network Address: LOCAL"
"27-10-2025 11:14:53 AM","42","Information","End session arbitration:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1"
"27-10-2025 11:14:53 AM","41","Information","Begin session arbitration:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1"
"27-10-2025 11:14:19 AM","32","Information","Plugin RDSAppXPlugin has been successfully initialized"
"25-10-2025 10:30:50 AM","36","Error","An error occurred when transitioning from DesktopLocked in response to EvDesktopLocked. (ErrorCode 0x8007139F)"
"25-10-2025 10:30:49 AM","22","Information","Remote Desktop Services: Shell start notification received:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1
Source Network Address: LOCAL"
"25-10-2025 10:30:49 AM","21","Information","Remote Desktop Services: Session logon succeeded:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1
Source Network Address: LOCAL"
"25-10-2025 10:30:49 AM","42","Information","End session arbitration:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1"
"25-10-2025 10:30:49 AM","41","Information","Begin session arbitration:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1"
"25-10-2025 10:30:49 AM","32","Information","Plugin RDSAppXPlugin has been successfully initialized"
"24-10-2025 07:51:07 PM","54","Information","Local multi-user session manager received system shutdown message"
"24-10-2025 07:51:07 PM","23","Information","Remote Desktop Services: Session logoff succeeded:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1"
"24-10-2025 06:47:20 PM","36","Error","An error occurred when transitioning from DesktopLocked in response to EvDesktopLocked. (ErrorCode 0x8007139F)"
"24-10-2025 06:47:20 PM","22","Information","Remote Desktop Services: Shell start notification received:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1
Source Network Address: LOCAL"
"24-10-2025 06:47:20 PM","21","Information","Remote Desktop Services: Session logon succeeded:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1
Source Network Address: LOCAL"
"24-10-2025 06:47:20 PM","42","Information","End session arbitration:

User: DESKOFSKYCRAWLE\Dell
Session ID: 1"
